listing_id,Polarity
6499,0.3313451578548086
25659,0.30236419210817417
29248,0.2907792222739524
29396,0.325443474181166
29720,0.40030653354984386
29915,0.25006874227997966
33348,0.33390151515151517
40817,0.3154829892527863
42519,0.31573928413160546
48025,0.20580990471563826
48058,0.28654492833109496
48854,0.3769797253201549
49673,0.09375
50108,0.1466374678249678
56906,0.27698186500574656
83700,0.31994521839597045
83933,0.29176140844661075
84599,0.2954224818979283
89015,0.31884380583041294
93829,0.29875046525563725
95212,0.2897807655803006
97503,0.28200182084867603
103252,0.2909700888932579
112497,0.4055580269297802
119120,0.306574364643172
125578,0.31630495691695304
125848,0.21099801097592258
126646,0.31892604153630233
129786,0.4185185185185185
130708,0.32481245588976715
130799,0.31677816660852376
133645,0.3178088829245644
134438,0.3171702987415399
134624,0.5857142857142856
135261,0.3186555810663342
137054,0.3148982646348717
137461,0.365
138542,0.0
138929,0.2668620112110031
138999,0.40943074564624893
140080,0.29458858408503674
141883,0.41631712962962963
144851,0.3805174204399726
144955,0.14200126262626261
147738,0.22300868694101778
148344,0.43115954157172387
149274,0.29782342705657705
149589,0.3450598398431964
151327,0.31858771255667223
151909,0.08154761904761905
154968,0.22058801593027785
155865,0.19722071970667035
158255,0.1732142857142857
161476,0.39700044669278994
166114,0.2881158131688547
172248,0.33910238459679
172638,0.384842162452505
174064,0.2355270437070716
174529,0.2637217029855931
176153,0.36845244643594693
178515,0.1881774905713318
178524,0.349977207324193
181219,0.2889600956233309
184888,0.27294636844636844
186996,0.24568985068824814
187442,0.37232972387208046
189676,0.3581385681376591
193321,0.26717162212107065
198480,0.1592559523809524
199461,0.38427874027419695
208683,0.2395608230557086
211614,0.22145601611689342
211616,0.3504877758776109
214729,0.2930730306133532
217187,0.26584927237457195
217281,0.3228148148148148
218584,0.2715970305735931
220830,0.287852969348659
220831,0.1753462656871748
222942,0.29006696428571427
229846,0.23517452949319706
231329,0.23568803438791303
231385,0.35204746123436276
231468,0.2992165908749455
234910,0.3175796831760602
236138,0.281207439473728
239335,0.3801658045488189
244494,0.41641865079365076
249727,0.2850046322847249
250288,0.2544620026850944
250491,0.3219704830474774
250526,0.37251786626218153
252744,0.2953488343253968
256093,0.37559287058348556
257480,0.34183538573953287
257560,0.3425566242155477
261733,0.30894335542874213
262616,0.30387478024527703
263399,0.14016812349494642
266659,0.240380291005291
267235,0.20466458964952938
270591,0.1606727994227994
271430,0.2867321100457055
272438,0.2397052020802021
273835,0.27296929261214975
276795,0.37341443730367047
279549,0.3263227408947314
281407,0.3805114638447972
286153,0.2574130758697085
286706,0.3318415637860082
290898,0.4888888888888889
291676,0.2004166666666667
297131,0.37999877464722154
299321,0.39900943173992154
301264,0.3092364090847462
301871,0.3192693632876263
